(39.27, 115.43)
(39.27, 115.44)
(39.27, 115.45)
(39.27, 115.46)
(39.27, 115.47)
(39.27, 115.48)
(39.27, 115.49)
(39.27, 115.5)
(39.27, 115.51)
(39.27, 115.52)
(39.27, 115.53)
(39.27, 115.54)
(39.27, 115.55)
(39.27, 115.56)
(39.27, 115.57)
(39.27, 115.58)
(39.27, 115.59)
(39.27, 115.6)
(39.27, 115.61)
(39.27, 115.62)
(39.27, 115.63)
(39.27, 115.64)
(39.27, 115.65)
(39.27, 115.66)
(39.27, 115.67)
(39.27, 115.68)
(39.27, 115.69)
(39.27, 115.7)
(39.27, 115.71)
(39.27, 115.72)
(39.27, 115.73)
(39.27, 115.74)
(39.27, 115.75)
(39.27, 115.76)
(39.27, 115.77)
(39.27, 115.78)
(39.27, 115.79)
(39.27, 115.8)
(39.27, 115.81)
(39.27, 115.82)
(39.27, 115.83)
(39.27, 115.84)
(39.27, 115.85)
(39.27, 115.86)
(39.27, 115.87)
(39.27, 115.88)
(39.27, 115.89)
(39.27, 115.9)
(39.27, 115.91)
(39.27, 115.92)
(39.27, 115.93)
(39.27, 115.94)
(39.27, 115.95)
(39.27, 115.96)
(39.27, 115.97)
(39.27, 115.98)
(39.27, 115.99)
(39.27, 116)
(39.27, 116.01)
(39.27, 116.02)
(39.27, 116.03)
(39.27, 116.04)
(39.27, 116.05)
(39.27, 116.06)
(39.27, 116.07)
(39.27, 116.08)
(39.27, 116.09)
(39.27, 116.1)
(39.27, 116.11)
(39.27, 116.12)
(39.27, 116.13)
(39.27, 116.14)
(39.27, 116.15)
(39.27, 116.16)
(39.27, 116.17)
(39.27, 116.18)
(39.27, 116.19)
(39.27, 116.2)
(39.27, 116.21)
(39.27, 116.22)
(39.27, 116.23)
(39.27, 116.24)
(39.27, 116.25)
(39.27, 116.26)
(39.27, 116.27)
(39.27, 116.28)
(39.27, 116.29)
(39.27, 116.3)
(39.27, 116.31)
(39.27, 116.32)
(39.27, 116.33)
(39.27, 116.34)
(39.27, 116.35)
(39.27, 116.36)
(39.27, 116.37)
(39.27, 116.38)
(39.27, 116.39)
(39.27, 116.4)
(39.27, 116.41)
(39.27, 116.42)
(39.27, 116.43)
(39.27, 116.44)
(39.27, 116.45)
(39.27, 116.46)
(39.27, 116.47)
(39.27, 116.48)
(39.27, 116.49)
(39.27, 116.5)
(39.27, 116.51)
(39.27, 116.52)
(39.27, 116.53)
(39.27, 116.54)
(39.27, 116.55)
(39.27, 116.56)
(39.27, 116.57)
(39.27, 116.58)
(39.27, 116.59)
(39.27, 116.6)
(39.27, 116.61)
(39.27, 116.62)
(39.27, 116.63)
(39.27, 116.64)
(39.27, 116.65)
(39.27, 116.66)
(39.27, 116.67)
(39.27, 116.68)
(39.27, 116.69)
(39.27, 116.7)
(39.27, 116.71)
(39.27, 116.72)
(39.27, 116.73)
(39.27, 116.74)
(39.27, 116.75)
(39.27, 116.76)
(39.27, 116.77)
(39.27, 116.78)
(39.27, 116.79)
(39.27, 116.8)
(39.27, 116.81)
(39.27, 116.82)
(39.27, 116.83)
(39.27, 116.84)
(39.27, 116.85)
(39.27, 116.86)
(39.27, 116.87)
(39.27, 116.88)
(39.27, 116.89)
(39.27, 116.9)
(39.27, 116.91)
(39.27, 116.92)
(39.27, 116.93)
(39.27, 116.94)
(39.27, 116.95)
(39.27, 116.96)
(39.27, 116.97)
(39.27, 116.98)
(39.27, 116.99)
(39.27, 117)
(39.27, 117.01)
(39.27, 117.02)
(39.27, 117.03)
(39.27, 117.04)
(39.27, 117.05)
(39.27, 117.06)
(39.27, 117.07)
(39.27, 117.08)
(39.27, 117.09)
(39.27, 117.1)
(39.27, 117.11)
(39.27, 117.12)
(39.27, 117.13)
(39.27, 117.14)
(39.27, 117.15)
(39.27, 117.16)
(39.27, 117.17)
(39.27, 117.18)
(39.27, 117.19)
(39.27, 117.2)
(39.27, 117.21)
(39.27, 117.22)
(39.27, 117.23)
(39.27, 117.24)
(39.27, 117.25)
(39.27, 117.26)
(39.27, 117.27)
(39.27, 117.28)
(39.27, 117.29)
(39.27, 117.3)
(39.28, 115.25)
(39.28, 115.26)
(39.28, 115.27)
(39.28, 115.28)
(39.28, 115.29)
(39.28, 115.3)
(39.28, 115.31)
(39.28, 115.32)
(39.28, 115.33)
(39.28, 115.34)
(39.28, 115.35)
(39.28, 115.36)
(39.28, 115.37)
(39.28, 115.38)
(39.28, 115.39)
(39.28, 115.4)
(39.28, 115.41)
(39.28, 115.42)
(39.28, 115.43)
(39.28, 115.44)
(39.28, 115.45)
(39.28, 115.46)
(39.28, 115.47)
(39.28, 115.48)
(39.28, 115.49)
(39.28, 115.5)
(39.28, 115.51)
(39.28, 115.52)
(39.28, 115.53)
(39.28, 115.54)
(39.28, 115.55)
(39.28, 115.56)
(39.28, 115.57)
(39.28, 115.58)
(39.28, 115.59)
(39.28, 115.6)
(39.28, 115.61)
(39.28, 115.62)
(39.28, 115.63)
(39.28, 115.64)
(39.28, 115.65)
(39.28, 115.66)
(39.28, 115.67)
(39.28, 115.68)
(39.28, 115.69)
(39.28, 115.7)
(39.28, 115.71)
(39.28, 115.72)
(39.28, 115.73)
(39.28, 115.74)
(39.28, 115.75)
(39.28, 115.76)
(39.28, 115.77)
(39.28, 115.78)
(39.28, 115.79)
(39.28, 115.8)
(39.28, 115.81)
(39.28, 115.82)
(39.28, 115.83)
(39.28, 115.84)
(39.28, 115.85)
(39.28, 115.86)
(39.28, 115.87)
(39.28, 115.88)
(39.28, 115.89)
(39.28, 115.9)
(39.28, 115.91)
(39.28, 115.92)
(39.28, 115.93)
(39.28, 115.94)
(39.28, 115.95)
(39.28, 115.96)
(39.28, 115.97)
(39.28, 115.98)
(39.28, 115.99)
(39.28, 116)
(39.28, 116.01)
(39.28, 116.02)
(39.28, 116.03)
(39.28, 116.04)
(39.28, 116.05)
(39.28, 116.06)
(39.28, 116.07)
(39.28, 116.08)
(39.28, 116.09)
(39.28, 116.1)
(39.28, 116.11)
(39.28, 116.12)
(39.28, 116.13)
(39.28, 116.14)
(39.28, 116.15)
(39.28, 116.16)
(39.28, 116.17)
(39.28, 116.18)
(39.28, 116.19)
(39.28, 116.2)
(39.28, 116.21)
(39.28, 116.22)
(39.28, 116.23)
(39.28, 116.24)
(39.28, 116.25)
(39.28, 116.26)
(39.28, 116.27)
(39.28, 116.28)
(39.28, 116.29)
(39.28, 116.3)
(39.28, 116.31)
(39.28, 116.32)
(39.28, 116.33)
(39.28, 116.34)
(39.28, 116.35)
(39.28, 116.36)
(39.28, 116.37)
(39.28, 116.38)
(39.28, 116.39)
(39.28, 116.4)
(39.28, 116.41)
(39.28, 116.42)
(39.28, 116.43)
(39.28, 116.44)
(39.28, 116.45)
(39.28, 116.46)
(39.28, 116.47)
(39.28, 116.48)
(39.28, 116.49)
(39.28, 116.5)
(39.28, 116.51)
(39.28, 116.52)
(39.28, 116.53)
(39.28, 116.54)
(39.28, 116.55)
(39.28, 116.56)
(39.28, 116.57)
(39.28, 116.58)
(39.28, 116.59)
(39.28, 116.6)
(39.28, 116.61)
(39.28, 116.62)
(39.28, 116.63)
(39.28, 116.64)
(39.28, 116.65)
(39.28, 116.66)
(39.28, 116.67)
(39.28, 116.68)
(39.28, 116.69)
(39.28, 116.7)
(39.28, 116.71)
(39.28, 116.72)
(39.28, 116.73)
(39.28, 116.74)
(39.28, 116.75)
(39.28, 116.76)
(39.28, 116.77)
(39.28, 116.78)
(39.28, 116.79)
(39.28, 116.8)
(39.28, 116.81)
(39.28, 116.82)
(39.28, 116.83)
(39.28, 116.84)
(39.28, 116.85)
(39.28, 116.86)
(39.28, 116.87)
(39.28, 116.88)
(39.28, 116.89)
(39.28, 116.9)
(39.28, 116.91)
(39.28, 116.92)
(39.28, 116.93)
(39.28, 116.94)
(39.28, 116.95)
(39.28, 116.96)
(39.28, 116.97)
(39.28, 116.98)
(39.28, 116.99)
(39.28, 117)
(39.28, 117.01)
(39.28, 117.02)
(39.28, 117.03)
(39.28, 117.04)
(39.28, 117.05)
(39.28, 117.06)
(39.28, 117.07)
(39.28, 117.08)
(39.28, 117.09)
(39.28, 117.1)
(39.28, 117.11)
(39.28, 117.12)
(39.28, 117.13)
(39.28, 117.14)
(39.28, 117.15)
(39.28, 117.16)
(39.28, 117.17)
(39.28, 117.18)
(39.28, 117.19)
(39.28, 117.2)
(39.28, 117.21)
(39.28, 117.22)
(39.28, 117.23)
(39.28, 117.24)
(39.28, 117.25)
(39.28, 117.26)
(39.28, 117.27)
(39.28, 117.28)
(39.28, 117.29)
(39.28, 117.3)
(39.29, 115.25)
(39.29, 115.26)
(39.29, 115.27)
(39.29, 115.28)
(39.29, 115.29)
(39.29, 115.3)
(39.29, 115.31)
(39.29, 115.32)
(39.29, 115.33)
(39.29, 115.34)
(39.29, 115.35)
(39.29, 115.36)
(39.29, 115.37)
(39.29, 115.38)
(39.29, 115.39)
(39.29, 115.4)
(39.29, 115.41)
(39.29, 115.42)
(39.29, 115.43)
(39.29, 115.44)
(39.29, 115.45)
(39.29, 115.46)
(39.29, 115.47)
(39.29, 115.48)
(39.29, 115.49)
(39.29, 115.5)
(39.29, 115.51)
(39.29, 115.52)
(39.29, 115.53)
(39.29, 115.54)
(39.29, 115.55)
(39.29, 115.56)
(39.29, 115.57)
(39.29, 115.58)
(39.29, 115.59)
(39.29, 115.6)
(39.29, 115.61)
(39.29, 115.62)
(39.29, 115.63)
(39.29, 115.64)
(39.29, 115.65)
(39.29, 115.66)
(39.29, 115.67)
(39.29, 115.68)
(39.29, 115.69)
(39.29, 115.7)
(39.29, 115.71)
(39.29, 115.72)
(39.29, 115.73)
(39.29, 115.74)
(39.29, 115.75)
(39.29, 115.76)
(39.29, 115.77)
(39.29, 115.78)
(39.29, 115.79)
(39.29, 115.8)
(39.29, 115.81)
(39.29, 115.82)
(39.29, 115.83)
(39.29, 115.84)
(39.29, 115.85)
(39.29, 115.86)
(39.29, 115.87)
(39.29, 115.88)
(39.29, 115.89)
(39.29, 115.9)
(39.29, 115.91)
(39.29, 115.92)
(39.29, 115.93)
(39.29, 115.94)
(39.29, 115.95)
(39.29, 115.96)
(39.29, 115.97)
(39.29, 115.98)
(39.29, 115.99)
(39.29, 116)
(39.29, 116.01)
(39.29, 116.02)
(39.29, 116.03)
(39.29, 116.04)
(39.29, 116.05)
(39.29, 116.06)
(39.29, 116.07)
(39.29, 116.08)
(39.29, 116.09)
(39.29, 116.1)
(39.29, 116.11)
(39.29, 116.12)
(39.29, 116.13)
(39.29, 116.14)
(39.29, 116.15)
(39.29, 116.16)
(39.29, 116.17)
(39.29, 116.18)
(39.29, 116.19)
(39.29, 116.2)
(39.29, 116.21)
(39.29, 116.22)
(39.29, 116.23)
(39.29, 116.24)
(39.29, 116.25)
(39.29, 116.26)
(39.29, 116.27)
(39.29, 116.28)
(39.29, 116.29)
(39.29, 116.3)
(39.29, 116.31)
(39.29, 116.32)
(39.29, 116.33)
(39.29, 116.34)
(39.29, 116.35)
(39.29, 116.36)
(39.29, 116.37)
(39.29, 116.38)
(39.29, 116.39)
(39.29, 116.4)
(39.29, 116.41)
(39.29, 116.42)
(39.29, 116.43)
(39.29, 116.44)
(39.29, 116.45)
(39.29, 116.46)
(39.29, 116.47)
(39.29, 116.48)
(39.29, 116.49)
(39.29, 116.5)
(39.29, 116.51)
(39.29, 116.52)
(39.29, 116.53)
(39.29, 116.54)
(39.29, 116.55)
(39.29, 116.56)
(39.29, 116.57)
(39.29, 116.58)
(39.29, 116.59)
(39.29, 116.6)
(39.29, 116.61)
(39.29, 116.62)
(39.29, 116.63)
(39.29, 116.64)
(39.29, 116.65)
(39.29, 116.66)
(39.29, 116.67)
(39.29, 116.68)
(39.29, 116.69)
(39.29, 116.7)
(39.29, 116.71)
(39.29, 116.72)
(39.29, 116.73)
(39.29, 116.74)
(39.29, 116.75)
(39.29, 116.76)
(39.29, 116.77)
(39.29, 116.78)
(39.29, 116.79)
(39.29, 116.8)
(39.29, 116.81)
(39.29, 116.82)
(39.29, 116.83)
(39.29, 116.84)
(39.29, 116.85)
(39.29, 116.86)
(39.29, 116.87)
(39.29, 116.88)
(39.29, 116.89)
(39.29, 116.9)
(39.29, 116.91)
(39.29, 116.92)
(39.29, 116.93)
(39.29, 116.94)
(39.29, 116.95)
(39.29, 116.96)
(39.29, 116.97)
(39.29, 116.98)
(39.29, 116.99)
(39.29, 117)
(39.29, 117.01)
(39.29, 117.02)
(39.29, 117.03)
(39.29, 117.04)
(39.29, 117.05)
(39.29, 117.06)
(39.29, 117.07)
(39.29, 117.08)
(39.29, 117.09)
(39.29, 117.1)
(39.29, 117.11)
(39.29, 117.12)
(39.29, 117.13)
(39.29, 117.14)
(39.29, 117.15)
(39.29, 117.16)
(39.29, 117.17)
(39.29, 117.18)
(39.29, 117.19)
(39.29, 117.2)
(39.29, 117.21)
(39.29, 117.22)
(39.29, 117.23)
(39.29, 117.24)
(39.29, 117.25)
(39.29, 117.26)
(39.29, 117.27)
(39.29, 117.28)
(39.29, 117.29)
(39.29, 117.3)
(39.3, 115.25)
(39.3, 115.26)
(39.3, 115.27)
(39.3, 115.28)
(39.3, 115.29)
(39.3, 115.3)
(39.3, 115.31)
(39.3, 115.32)
(39.3, 115.33)
(39.3, 115.34)
(39.3, 115.35)
(39.3, 115.36)
(39.3, 115.37)
(39.3, 115.38)
(39.3, 115.39)
(39.3, 115.4)
(39.3, 115.41)
(39.3, 115.42)
(39.3, 115.43)
(39.3, 115.44)
(39.3, 115.45)
(39.3, 115.46)
(39.3, 115.47)
(39.3, 115.48)
(39.3, 115.49)
(39.3, 115.5)
(39.3, 115.51)
(39.3, 115.52)
(39.3, 115.53)
(39.3, 115.54)
(39.3, 115.55)
(39.3, 115.56)
(39.3, 115.57)
(39.3, 115.58)
(39.3, 115.59)
(39.3, 115.6)
(39.3, 115.61)
(39.3, 115.62)
(39.3, 115.63)
(39.3, 115.64)
(39.3, 115.65)
(39.3, 115.66)
(39.3, 115.67)
(39.3, 115.68)
(39.3, 115.69)
(39.3, 115.7)
(39.3, 115.71)
(39.3, 115.72)
(39.3, 115.73)
(39.3, 115.74)
(39.3, 115.75)
(39.3, 115.76)
(39.3, 115.77)
(39.3, 115.78)
(39.3, 115.79)
(39.3, 115.8)
(39.3, 115.81)
(39.3, 115.82)
(39.3, 115.83)
(39.3, 115.84)
(39.3, 115.85)
(39.3, 115.86)
(39.3, 115.87)
(39.3, 115.88)
(39.3, 115.89)
(39.3, 115.9)
(39.3, 115.91)
(39.3, 115.92)
(39.3, 115.93)
(39.3, 115.94)
(39.3, 115.95)
(39.3, 115.96)
(39.3, 115.97)
(39.3, 115.98)
(39.3, 115.99)
(39.3, 116)
(39.3, 116.01)
(39.3, 116.02)
(39.3, 116.03)
(39.3, 116.04)
(39.3, 116.05)
(39.3, 116.06)
(39.3, 116.07)
(39.3, 116.08)
(39.3, 116.09)
(39.3, 116.1)
(39.3, 116.11)
(39.3, 116.12)
(39.3, 116.13)
(39.3, 116.14)
(39.3, 116.15)
(39.3, 116.16)
(39.3, 116.17)
(39.3, 116.18)
(39.3, 116.19)
(39.3, 116.2)
(39.3, 116.21)
(39.3, 116.22)
(39.3, 116.23)
(39.3, 116.24)
(39.3, 116.25)
(39.3, 116.26)
(39.3, 116.27)
(39.3, 116.28)
(39.3, 116.29)
(39.3, 116.3)
(39.3, 116.31)
(39.3, 116.32)
(39.3, 116.33)
(39.3, 116.34)
(39.3, 116.35)
(39.3, 116.36)
(39.3, 116.37)
(39.3, 116.38)
(39.3, 116.39)
(39.3, 116.4)
(39.3, 116.41)
(39.3, 116.42)
(39.3, 116.43)
(39.3, 116.44)
(39.3, 116.45)
(39.3, 116.46)
(39.3, 116.47)
(39.3, 116.48)
(39.3, 116.49)
(39.3, 116.5)
(39.3, 116.51)
(39.3, 116.52)
(39.3, 116.53)
(39.3, 116.54)
(39.3, 116.55)
(39.3, 116.56)
(39.3, 116.57)
(39.3, 116.58)
(39.3, 116.59)
(39.3, 116.6)
(39.3, 116.61)
(39.3, 116.62)
(39.3, 116.63)
(39.3, 116.64)
(39.3, 116.65)
(39.3, 116.66)
(39.3, 116.67)
(39.3, 116.68)
(39.3, 116.69)
(39.3, 116.7)
(39.3, 116.71)
(39.3, 116.72)
(39.3, 116.73)
(39.3, 116.74)
(39.3, 116.75)
(39.3, 116.76)
(39.3, 116.77)
(39.3, 116.78)
(39.3, 116.79)
(39.3, 116.8)
(39.3, 116.81)
(39.3, 116.82)
(39.3, 116.83)
(39.3, 116.84)
(39.3, 116.85)
(39.3, 116.86)
(39.3, 116.87)
(39.3, 116.88)
(39.3, 116.89)
(39.3, 116.9)
(39.3, 116.91)
(39.3, 116.92)
(39.3, 116.93)
(39.3, 116.94)
(39.3, 116.95)
(39.3, 116.96)
(39.3, 116.97)
(39.3, 116.98)
(39.3, 116.99)
(39.3, 117)
(39.3, 117.01)
(39.3, 117.02)
(39.3, 117.03)
(39.3, 117.04)
(39.3, 117.05)
(39.3, 117.06)
(39.3, 117.07)
(39.3, 117.08)
(39.3, 117.09)
(39.3, 117.1)
(39.3, 117.11)
(39.3, 117.12)
(39.3, 117.13)
(39.3, 117.14)
(39.3, 117.15)
(39.3, 117.16)
(39.3, 117.17)
(39.3, 117.18)
(39.3, 117.19)
(39.3, 117.2)
(39.3, 117.21)
(39.3, 117.22)
(39.3, 117.23)
(39.3, 117.24)
(39.3, 117.25)
(39.3, 117.26)
(39.3, 117.27)
(39.3, 117.28)
(39.3, 117.29)
(39.3, 117.3)
(39.31, 115.25)
(39.31, 115.26)
(39.31, 115.27)
(39.31, 115.28)
(39.31, 115.29)
(39.31, 115.3)
(39.31, 115.31)
(39.31, 115.32)
(39.31, 115.33)
(39.31, 115.34)
(39.31, 115.35)
(39.31, 115.36)
(39.31, 115.37)
(39.31, 115.38)
(39.31, 115.39)
(39.31, 115.4)
(39.31, 115.41)
(39.31, 115.42)
(39.31, 115.43)
(39.31, 115.44)
(39.31, 115.45)
(39.31, 115.46)
(39.31, 115.47)
(39.31, 115.48)
(39.31, 115.49)
(39.31, 115.5)
(39.31, 115.51)
(39.31, 115.52)
(39.31, 115.53)
(39.31, 115.54)
(39.31, 115.55)
(39.31, 115.56)
(39.31, 115.57)
(39.31, 115.58)
(39.31, 115.59)
(39.31, 115.6)
(39.31, 115.61)
(39.31, 115.62)
(39.31, 115.63)
(39.31, 115.64)
(39.31, 115.65)
(39.31, 115.66)
(39.31, 115.67)
(39.31, 115.68)
(39.31, 115.69)
(39.31, 115.7)
(39.31, 115.71)
(39.31, 115.72)
(39.31, 115.73)
(39.31, 115.74)
(39.31, 115.75)
(39.31, 115.76)
(39.31, 115.77)
(39.31, 115.78)
(39.31, 115.79)
(39.31, 115.8)
(39.31, 115.81)
(39.31, 115.82)
(39.31, 115.83)
(39.31, 115.84)
(39.31, 115.85)
(39.31, 115.86)
(39.31, 115.87)
(39.31, 115.88)
(39.31, 115.89)
(39.31, 115.9)
(39.31, 115.91)
(39.31, 115.92)
(39.31, 115.93)
(39.31, 115.94)
(39.31, 115.95)
(39.31, 115.96)
(39.31, 115.97)
(39.31, 115.98)
(39.31, 115.99)
(39.31, 116)
(39.31, 116.01)
(39.31, 116.02)
(39.31, 116.03)
(39.31, 116.04)
(39.31, 116.05)
(39.31, 116.06)
(39.31, 116.07)
(39.31, 116.08)
(39.31, 116.09)
(39.31, 116.1)
(39.31, 116.11)
(39.31, 116.12)
(39.31, 116.13)
(39.31, 116.14)
(39.31, 116.15)
(39.31, 116.16)
(39.31, 116.17)
(39.31, 116.18)
(39.31, 116.19)
(39.31, 116.2)
(39.31, 116.21)
(39.31, 116.22)
(39.31, 116.23)
(39.31, 116.24)
(39.31, 116.25)
(39.31, 116.26)
(39.31, 116.27)
(39.31, 116.28)
(39.31, 116.29)
(39.31, 116.3)
(39.31, 116.31)
(39.31, 116.32)
(39.31, 116.33)
(39.31, 116.34)
(39.31, 116.35)
(39.31, 116.36)
(39.31, 116.37)
(39.31, 116.38)
(39.31, 116.39)
(39.31, 116.4)
(39.31, 116.41)
(39.31, 116.42)
(39.31, 116.43)
(39.31, 116.44)
(39.31, 116.45)
(39.31, 116.46)
(39.31, 116.47)
(39.31, 116.48)
(39.31, 116.49)
(39.31, 116.5)
(39.31, 116.51)
(39.31, 116.52)
(39.31, 116.53)
(39.31, 116.54)
(39.31, 116.55)
(39.31, 116.56)
(39.31, 116.57)
(39.31, 116.58)
(39.31, 116.59)
(39.31, 116.6)
(39.31, 116.61)
(39.31, 116.62)
(39.31, 116.63)
(39.31, 116.64)
(39.31, 116.65)
(39.31, 116.66)
(39.31, 116.67)
(39.31, 116.68)
(39.31, 116.69)
(39.31, 116.7)
(39.31, 116.71)
(39.31, 116.72)
(39.31, 116.73)
(39.31, 116.74)
(39.31, 116.75)
(39.31, 116.76)
(39.31, 116.77)
(39.31, 116.78)
(39.31, 116.79)
(39.31, 116.8)
(39.31, 116.81)
(39.31, 116.82)
(39.31, 116.83)
(39.31, 116.84)
(39.31, 116.85)
(39.31, 116.86)
(39.31, 116.87)
(39.31, 116.88)
(39.31, 116.89)
(39.31, 116.9)
(39.31, 116.91)
(39.31, 116.92)
(39.31, 116.93)
(39.31, 116.94)
(39.31, 116.95)
(39.31, 116.96)
(39.31, 116.97)
(39.31, 116.98)
(39.31, 116.99)
(39.31, 117)
(39.31, 117.01)
(39.31, 117.02)
(39.31, 117.03)
(39.31, 117.04)
(39.31, 117.05)
(39.31, 117.06)
(39.31, 117.07)
(39.31, 117.08)
(39.31, 117.09)
(39.31, 117.1)
(39.31, 117.11)
(39.31, 117.12)
(39.31, 117.13)
(39.31, 117.14)
(39.31, 117.15)
(39.31, 117.16)
(39.31, 117.17)
(39.31, 117.18)
(39.31, 117.19)
(39.31, 117.2)
(39.31, 117.21)
(39.31, 117.22)
(39.31, 117.23)
(39.31, 117.24)
(39.31, 117.25)
(39.31, 117.26)
(39.31, 117.27)
(39.31, 117.28)
(39.31, 117.29)
(39.31, 117.3)
(39.32, 115.25)
(39.32, 115.26)
(39.32, 115.27)
(39.32, 115.28)
(39.32, 115.29)
(39.32, 115.3)
(39.32, 115.31)
(39.32, 115.32)
(39.32, 115.33)
(39.32, 115.34)
(39.32, 115.35)
(39.32, 115.36)
(39.32, 115.37)
(39.32, 115.38)
(39.32, 115.39)
(39.32, 115.4)
(39.32, 115.41)
(39.32, 115.42)
(39.32, 115.43)
(39.32, 115.44)
(39.32, 115.45)
(39.32, 115.46)
(39.32, 115.47)
(39.32, 115.48)
(39.32, 115.49)
(39.32, 115.5)
(39.32, 115.51)
(39.32, 115.52)
(39.32, 115.53)
(39.32, 115.54)
(39.32, 115.55)
(39.32, 115.56)
(39.32, 115.57)
(39.32, 115.58)
(39.32, 115.59)
(39.32, 115.6)
(39.32, 115.61)
(39.32, 115.62)
